sale_date,sale_time,day_of_week,month,customer_type,customer_city,customer_state,customer_neighborhood,customer_address,customer_zipcode,product_name,product_category,quantity_sold,unit_cost_brl,unit_price_brl,discount_pct,total_revenue_brl,estimated_profit_brl,payment_method,sales_channel,weather_condition,delivery_app_peak,is_weekend,is_holiday_campaign,current_stock_snapshot,supplier_lead_time_days,returned
2025-06-11,11:15,Quarta-feira,Junho,Recorrente,Caldas Novas,GO,Nova Vila,"Av. Bento de Godoy, 6095",75681-623,Bag Delivery 45L,Bag Entrega,1,95,178.09,0,178.09,83.09,Pix,Loja Física,Chuva Leve,False,False,False,29,4,False
2025-06-11,20:45,Quarta-feira,Junho,Fiel,Caldas Novas,GO,Itanhangá II,"Rua São Paulo, 9077",75684-638,Luva Motoboy,Proteção,2,25,79.28,0,158.56,108.56,Cartão Débito,Loja Física,Nublado,False,False,False,70,5,False
2025-06-11,19:15,Quarta-feira,Junho,Recorrente,Caldas Novas,GO,Itanhangá I,"Rua do Balneário, 2966",75685-933,Luva Motoboy,Proteção,1,25,76.87,0,76.87,51.87,Pix,Loja Física,Ensolarado,True,False,False,34,4,False
2025-06-11,09:00,Quarta-feira,Junho,Novo,Caldas Novas,GO,Itanhangá II,"Rua São Paulo, 4003",75687-798,Luva Motoboy,Proteção,2,25,78.48,5,156.96,106.96,Cartão Crédito,Loja Física,Chuva Leve,True,False,False,67,2,False
2025-06-11,18:30,Quarta-feira,Junho,Novo,Caldas Novas,GO,Itanhangá I,"Rua São Paulo, 6132",75686-735,Bag Delivery 45L,Bag Entrega,1,95,178.68,5,178.68,83.68,Pix,WhatsApp,Ensolarado,True,False,False,27,2,False
2025-06-11,15:15,Quarta-feira,Junho,Novo,Caldas Novas,GO,Centro,"Rua do Balneário, 2098",75684-885,Balaclava,Proteção,2,8,35.51,0,71.02,55.02,Cartão Débito,Loja Física,Chuva Leve,False,False,False,66,5,False
2025-06-12,19:15,Quinta-feira,Junho,Novo,Caldas Novas,GO,Centro,"Rua do Balneário, 8858",75680-803,Capacete Pro Tork,Capacete,2,180,330.12,5,660.24,300.24,Cartão Crédito,WhatsApp,Chuva Leve,False,False,False,60,10,False
2025-06-12,18:00,Quinta-feira,Junho,Novo,Caldas Novas,GO,Portal das Águas,"Av. Orcalino Santos, 1548",75682-614,Luva Motoboy,Proteção,1,25,80.98,5,80.98,55.98,Pix,WhatsApp,Ensolarado,True,False,False,45,8,False
2025-06-12,16:00,Quinta-feira,Junho,Recorrente,Caldas Novas,GO,Portal das Águas,"Rua do Balneário, 2604",75686-969,Luva Motoboy,Proteção,2,25,78.91,0,157.82,107.82,Pix,Loja Física,Ensolarado,True,False,False,105,9,False
2025-06-12,11:45,Quinta-feira,Junho,Fiel,Caldas Novas,GO,Jardim Belvedere,"Rua do Balneário, 5663",75683-782,Capacete Pro Tork,Capacete,1,180,319.74,5,319.74,139.74,Cartão Débito,Loja Física,Nublado,True,False,False,62,4,False
2025-06-12,13:00,Quinta-feira,Junho,Recorrente,Caldas Novas,GO,Portal das Águas,"Rua do Balneário, 903",75685-512,Luva Motoboy,Proteção,1,25,79.39,0,79.39,54.39,Pix,Loja Física,Nublado,True,False,False,108,8,False
2025-06-12,13:15,Quinta-feira,Junho,Recorrente,Caldas Novas,GO,Portal das Águas,"Rua do Balneário, 8327",75688-273,Suporte Celular Moto,Suporte,1,18,57.49,10,57.49,39.49,Cartão Crédito,Loja Física,Chuva Leve,True,False,False,94,9,False
2025-06-12,13:45,Quinta-feira,Junho,Recorrente,Caldas Novas,GO,Itanhangá I,"Av. Bento de Godoy, 2265",75688-270,Luva Motoboy,Proteção,1,25,78.56,15,78.56,53.56,Cartão Débito,WhatsApp,Nublado,False,False,False,91,7,False
2025-06-12,17:30,Quinta-feira,Junho,Fiel,Caldas Novas,GO,Itanhangá II,"Av. Bento de Godoy, 9519",75684-294,Capacete Pro Tork,Capacete,2,180,338.02,5,676.04,316.04,Cartão Débito,Loja Física,Nublado,False,False,False,76,9,False
2025-06-12,16:45,Quinta-feira,Junho,Fiel,Caldas Novas,GO,Jardim Belvedere,"Av. Bento de Godoy, 279",75680-824,Capacete LS2,Capacete,1,380,716.55,10,716.55,336.55,Cartão Crédito,WhatsApp,Chuva Leve,False,False,False,111,8,False
2025-06-12,20:30,Quinta-feira,Junho,Recorrente,Caldas Novas,GO,Itanhangá II,"Rua do Balneário, 6295",75680-219,Luva Motoboy,Proteção,1,25,81.24,0,81.24,56.24,Pix,Loja Física,Ensolarado,False,False,False,72,8,False
2025-06-12,08:45,Quinta-feira,Junho,Recorrente,Caldas Novas,GO,Nova Vila,"Av. Orcalino Santos, 2301",75680-978,Capacete Pro Tork,Capacete,1,180,328.86,10,328.86,148.86,Cartão Crédito,WhatsApp,Nublado,False,False,False,89,3,False
2025-06-13,08:15,Sexta-feira,Junho,Fiel,Caldas Novas,GO,Portal das Águas,"Rua São Paulo, 3672",75684-892,Capa de Chuva,Proteção,1,35,98.66,0,98.66,63.66,Pix,Instagram,Ensolarado,False,False,True,80,2,False
2025-06-13,15:30,Sexta-feira,Junho,Novo,Caldas Novas,GO,Nova Vila,"Rua São Paulo, 8023",75687-134,Bag Delivery 45L,Bag Entrega,1,95,182.84,0,182.84,87.84,Pix,Loja Física,Nublado,False,False,True,28,8,False
2025-06-13,16:45,Sexta-feira,Junho,Novo,Caldas Novas,GO,Portal das Águas,"Rua do Balneário, 830",75685-629,Capa de Chuva,Proteção,2,35,101.9,15,203.8,133.8,Pix,Loja Física,Nublado,False,False,True,60,5,False
2025-06-13,13:30,Sexta-feira,Junho,Recorrente,Caldas Novas,GO,Itanhangá I,"Av. Orcalino Santos, 545",75689-435,Bag Delivery 45L,Bag Entrega,1,95,178.14,0,178.14,83.14,Pix,Instagram,Nublado,False,False,True,68,3,False
2025-06-13,17:00,Sexta-feira,Junho,Novo,Caldas Novas,GO,Centro,"Rua São Paulo, 3444",75688-618,Capa de Chuva,Proteção,2,35,96.45,10,192.9,122.9,Pix,Loja Física,Ensolarado,False,False,True,47,6,False
2025-06-13,08:30,Sexta-feira,Junho,Novo,Caldas Novas,GO,Centro,"Rua do Balneário, 1768",75689-643,Suporte Celular Moto,Suporte,2,18,59.26,0,118.52,82.52,Pix,Loja Física,Chuva Leve,False,False,True,36,3,False
2025-06-13,20:15,Sexta-feira,Junho,Recorrente,Caldas Novas,GO,Jardim Belvedere,"Av. Orcalino Santos, 1706",75681-696,Bag Delivery 45L,Bag Entrega,3,95,176.35,5,529.05,244.05,Pix,Loja Física,Ensolarado,True,False,True,112,2,False
2025-06-13,17:00,Sexta-feira,Junho,Novo,Caldas Novas,GO,Portal das Águas,"Rua do Balneário, 2295",75683-671,Bag Delivery 45L,Bag Entrega,1,95,179.7,0,179.7,84.7,Pix,Loja Física,Nublado,False,False,True,74,2,False
2025-06-13,09:15,Sexta-feira,Junho,Recorrente,Caldas Novas,GO,Jardim Belvedere,"Av. Orcalino Santos, 3490",75689-726,Luva Motoboy,Proteção,2,25,78.15,5,156.3,106.3,Pix,Loja Física,Ensolarado,False,False,True,55,5,False
2025-06-13,11:45,Sexta-feira,Junho,Recorrente,Caldas Novas,GO,Portal das Águas,"Av. Orcalino Santos, 2965",75686-870,Bag Delivery 45L,Bag Entrega,1,95,179.74,0,179.74,84.74,Pix,Instagram,Ensolarado,False,False,True,63,6,False
2025-06-13,15:45,Sexta-feira,Junho,Fiel,Caldas Novas,GO,Centro,"Av. Bento de Godoy, 7181",75687-515,Capa de Chuva,Proteção,1,35,96.49,5,96.49,61.49,Pix,WhatsApp,Ensolarado,False,False,True,119,10,False
2025-06-13,15:30,Sexta-feira,Junho,Fiel,Caldas Novas,GO,Itanhangá I,"Av. Bento de Godoy, 558",75685-615,Bag Delivery 45L,Bag Entrega,1,95,179.33,0,179.33,84.33,Cartão Crédito,Loja Física,Ensolarado,False,False,True,45,8,True
2025-06-13,20:45,Sexta-feira,Junho,Fiel,Caldas Novas,GO,Portal das Águas,"Rua do Balneário, 6203",75685-449,Luva Motoboy,Proteção,1,25,77.43,5,77.43,52.43,Pix,Loja Física,Nublado,False,False,True,92,8,False
2025-06-13,13:15,Sexta-feira,Junho,Novo,Caldas Novas,GO,Jardim Belvedere,"Rua São Paulo, 4932",75684-794,Suporte Celular Moto,Suporte,1,18,58.04,5,58.04,40.04,Cartão Crédito,Loja Física,Ensolarado,False,False,True,60,4,False
2025-06-13,16:30,Sexta-feira,Junho,Novo,Caldas Novas,GO,Centro,"Av. Orcalino Santos, 1848",75685-853,Bag Delivery 80L,Bag Entrega,1,145,262.75,0,262.75,117.75,Cartão Crédito,WhatsApp,Chuva Forte,False,False,True,63,3,False
2025-06-13,18:45,Sexta-feira,Junho,Novo,Caldas Novas,GO,Itanhangá II,"Av. Orcalino Santos, 9979",75688-307,Luva Motoboy,Proteção,1,25,78.38,0,78.38,53.38,Pix,Loja Física,Nublado,False,False,True,52,8,False
2025-06-13,18:30,Sexta-feira,Junho,Fiel,Caldas Novas,GO,Portal das Águas,"Av. Bento de Godoy, 6183",75683-804,Bag Delivery 45L,Bag Entrega,1,95,174.18,0,174.18,79.18,Pix,Loja Física,Chuva Leve,True,False,True,57,7,False
2025-06-14,16:15,Sábado,Junho,Fiel,Caldas Novas,GO,Itanhangá I,"Rua do Balneário, 8782",75688-107,Bag Delivery 45L,Bag Entrega,2,95,181.39,5,362.78,172.78,Pix,Loja Física,Ensolarado,True,True,False,104,4,False
2025-06-14,19:45,Sábado,Junho,Novo,Caldas Novas,GO,Itanhangá II,"Rua São Paulo, 4121",75687-527,Suporte Celular Moto,Suporte,2,18,57.8,5,115.6,79.6,Pix,Instagram,Nublado,True,True,False,78,2,False
2025-06-14,19:15,Sábado,Junho,Recorrente,Caldas Novas,GO,Itanhangá I,"Av. Orcalino Santos, 9361",75683-225,Capa de Chuva,Proteção,1,35,98.67,5,98.67,63.67,Pix,WhatsApp,Nublado,False,True,False,30,4,False
2025-06-14,14:15,Sábado,Junho,Novo,Caldas Novas,GO,Jardim Belvedere,"Rua do Balneário, 9508",75684-988,Capacete Pro Tork,Capacete,2,180,337.67,5,675.34,315.34,Cartão Crédito,Loja Física,Ensolarado,True,True,False,53,3,False
2025-06-14,09:30,Sábado,Junho,Fiel,Caldas Novas,GO,Centro,"Av. Orcalino Santos, 3815",75685-511,Capa de Chuva,Proteção,2,35,101.47,0,202.94,132.94,Pix,Instagram,Ensolarado,False,True,False,73,9,False
2025-06-14,20:45,Sábado,Junho,Fiel,Caldas Novas,GO,Jardim Belvedere,"Rua São Paulo, 1652",75686-948,Bag Delivery 80L,Bag Entrega,1,145,270.28,5,270.28,125.28,Pix,Loja Física,Chuva Leve,True,True,False,43,4,False
2025-06-14,16:30,Sábado,Junho,Fiel,Caldas Novas,GO,Itanhangá I,"Av. Bento de Godoy, 3455",75684-548,Capacete Pro Tork,Capacete,1,180,327.18,0,327.18,147.18,Cartão Débito,Loja Física,Ensolarado,False,True,False,87,4,False
2025-06-14,18:30,Sábado,Junho,Recorrente,Caldas Novas,GO,Itanhangá I,"Rua São Paulo, 3507",75686-314,Capa de Chuva,Proteção,2,35,100.73,0,201.46,131.46,Pix,Loja Física,Chuva Leve,False,True,False,67,2,False
2025-06-14,11:45,Sábado,Junho,Recorrente,Caldas Novas,GO,Jardim Belvedere,"Av. Orcalino Santos, 8457",75684-901,Bag Delivery 45L,Bag Entrega,2,95,173.78,10,347.56,157.56,Pix,WhatsApp,Ensolarado,False,True,False,73,5,False
2025-06-14,08:00,Sábado,Junho,Novo,Caldas Novas,GO,Itanhangá I,"Rua São Paulo, 3858",75686-541,Bag Delivery 80L,Bag Entrega,4,145,276.15,0,1104.6,524.6,Cartão Débito,Loja Física,Ensolarado,True,True,False,56,6,False
2025-06-14,14:15,Sábado,Junho,Recorrente,Caldas Novas,GO,Nova Vila,"Av. Bento de Godoy, 1254",75681-749,Capacete Pro Tork,Capacete,1,180,337.42,0,337.42,157.42,Pix,Loja Física,Nublado,True,True,False,112,8,False
2025-06-14,14:00,Sábado,Junho,Novo,Caldas Novas,GO,Portal das Águas,"Av. Orcalino Santos, 7254",75684-727,Capacete Pro Tork,Capacete,1,180,319.25,5,319.25,139.25,Pix,Instagram,Chuva Leve,False,True,False,111,8,False
2025-06-14,15:30,Sábado,Junho,Novo,Caldas Novas,GO,Jardim Belvedere,"Rua São Paulo, 3628",75682-177,Bag Delivery 45L,Bag Entrega,1,95,177.81,0,177.81,82.81,Pix,Loja Física,Ensolarado,False,True,False,38,5,False
2025-06-14,09:00,Sábado,Junho,Recorrente,Caldas Novas,GO,Portal das Águas,"Av. Orcalino Santos, 7613",75682-731,Capa de Chuva,Proteção,2,35,96.11,0,192.22,122.22,Pix,Loja Física,Ensolarado,False,True,False,62,2,False
2025-06-14,11:00,Sábado,Junho,Novo,Caldas Novas,GO,Itanhangá I,"Av. Orcalino Santos, 4183",75687-688,Luva Motoboy,Proteção,1,25,77.68,5,77.68,52.68,Pix,WhatsApp,Ensolarado,True,True,False,91,10,False
2025-06-14,16:00,Sábado,Junho,Novo,Caldas Novas,GO,Jardim Belvedere,"Rua do Balneário, 789",75688-700,Suporte Celular Moto,Suporte,1,18,60.0,10,60.0,42.0,Cartão Débito,Loja Física,Chuva Leve,False,True,False,69,10,True
2025-06-14,13:00,Sábado,Junho,Novo,Caldas Novas,GO,Itanhangá I,"Rua do Balneário, 2236",75684-867,Retrovisor Esportivo,Peça,1,35,122.32,10,122.32,87.32,Pix,Instagram,Ensolarado,True,True,False,25,5,False
2025-06-14,17:45,Sábado,Junho,Recorrente,Caldas Novas,GO,Nova Vila,"Rua do Balneário, 9203",75683-617,Bag Delivery 80L,Bag Entrega,1,145,268.78,15,268.78,123.78,Pix,WhatsApp,Ensolarado,False,True,False,105,5,False
2025-06-15,13:00,Domingo,Junho,Recorrente,Caldas Novas,GO,Nova Vila,"Rua do Balneário, 440",75688-520,Suporte Celular Moto,Suporte,1,18,59.22,0,59.22,41.22,Cartão Crédito,Loja Física,Nublado,False,True,False,50,4,False
2025-06-15,12:45,Domingo,Junho,Fiel,Caldas Novas,GO,Portal das Águas,"Av. Orcalino Santos, 5491",75689-128,Bag Delivery 45L,Bag Entrega,1,95,181.73,5,181.73,86.73,Pix,Loja Física,Ensolarado,True,True,False,81,4,False
2025-06-15,17:00,Domingo,Junho,Recorrente,Caldas Novas,GO,Portal das Águas,"Av. Orcalino Santos, 7737",75681-596,Capa de Chuva,Proteção,1,35,100.13,10,100.13,65.13,Cartão Crédito,Loja Física,Ensolarado,True,True,False,51,7,False
2025-06-15,18:45,Domingo,Junho,Fiel,Caldas Novas,GO,Nova Vila,"Rua São Paulo, 4823",75684-713,Bag Delivery 80L,Bag Entrega,1,145,267.32,0,267.32,122.32,Pix,Loja Física,Nublado,True,True,False,69,8,False
2025-06-15,16:00,Domingo,Junho,Novo,Caldas Novas,GO,Itanhangá II,"Av. Orcalino Santos, 3171",75686-629,Capacete Pro Tork,Capacete,2,180,322.05,0,644.1,284.1,Pix,Loja Física,Chuva Leve,False,True,False,34,10,False
2025-06-15,09:45,Domingo,Junho,Recorrente,Caldas Novas,GO,Centro,"Rua do Balneário, 6496",75689-892,Capa de Chuva,Proteção,1,35,100.63,5,100.63,65.63,Pix,Loja Física,Ensolarado,True,True,False,74,8,False
2025-06-15,14:45,Domingo,Junho,Recorrente,Caldas Novas,GO,Itanhangá II,"Av. Orcalino Santos, 7545",75685-253,Carregador USB Moto,Acessório,1,15,48.79,0,48.79,33.79,Cartão Débito,Loja Física,Chuva Forte,True,True,False,81,8,False
2025-06-15,08:15,Domingo,Junho,Novo,Caldas Novas,GO,Itanhangá II,"Av. Bento de Godoy, 3947",75689-475,Bag Delivery 45L,Bag Entrega,3,95,180.22,0,540.66,255.66,Cartão Débito,Instagram,Chuva Leve,True,True,False,100,10,False
2025-06-15,19:00,Domingo,Junho,Recorrente,Caldas Novas,GO,Centro,"Av. Orcalino Santos, 4170",75689-929,Bag Delivery 45L,Bag Entrega,1,95,176.17,0,176.17,81.17,Cartão Crédito,Loja Física,Nublado,False,True,False,53,9,False
2025-06-15,17:00,Domingo,Junho,Novo,Caldas Novas,GO,Itanhangá II,"Rua São Paulo, 7527",75688-169,Balaclava,Proteção,1,8,35.19,0,35.19,27.19,Pix,WhatsApp,Ensolarado,False,True,False,62,9,False
2025-06-15,18:30,Domingo,Junho,Novo,Caldas Novas,GO,Centro,"Av. Bento de Godoy, 7712",75683-511,Suporte Celular Moto,Suporte,2,18,57.94,0,115.88,79.88,Cartão Crédito,WhatsApp,Ensolarado,False,True,False,84,2,False
2025-06-15,12:15,Domingo,Junho,Novo,Caldas Novas,GO,Centro,"Rua São Paulo, 2656",75681-801,Bag Delivery 45L,Bag Entrega,3,95,180.34,0,541.02,256.02,Cartão Crédito,Loja Física,Nublado,False,True,False,25,8,False
2025-06-16,09:00,Segunda-feira,Junho,Novo,Caldas Novas,GO,Centro,"Av. Bento de Godoy, 8825",75685-550,Luva Motoboy,Proteção,1,25,78.09,15,78.09,53.09,Cartão Crédito,Loja Física,Nublado,False,False,False,33,4,False
2025-06-16,20:00,Segunda-feira,Junho,Novo,Caldas Novas,GO,Nova Vila,"Rua São Paulo, 9221",75689-756,Baú Moto 30L,Bagagem,1,120,266.29,5,266.29,146.29,Pix,Instagram,Nublado,True,False,False,92,3,False
2025-06-16,16:30,Segunda-feira,Junho,Recorrente,Caldas Novas,GO,Jardim Belvedere,"Rua do Balneário, 7631",75683-163,Luva Motoboy,Proteção,1,25,78.28,5,78.28,53.28,Pix,Loja Física,Nublado,False,False,False,34,10,False
2025-06-16,12:30,Segunda-feira,Junho,Novo,Caldas Novas,GO,Itanhangá II,"Av. Orcalino Santos, 4449",75684-102,Capa de Chuva,Proteção,2,35,99.73,0,199.46,129.46,Cartão Débito,Loja Física,Chuva Forte,False,False,False,65,8,False
2025-06-16,20:00,Segunda-feira,Junho,Recorrente,Caldas Novas,GO,Itanhangá I,"Rua São Paulo, 2613",75689-520,Suporte Celular Moto,Suporte,1,18,58.34,0,58.34,40.34,Pix,WhatsApp,Chuva Leve,False,False,False,61,6,False
2025-06-16,19:15,Segunda-feira,Junho,Recorrente,Caldas Novas,GO,Jardim Belvedere,"Av. Orcalino Santos, 9784",75687-806,Carregador USB Moto,Acessório,1,15,48.96,0,48.96,33.96,Pix,WhatsApp,Nublado,False,False,False,54,9,False
2025-06-16,18:15,Segunda-feira,Junho,Recorrente,Caldas Novas,GO,Portal das Águas,"Rua São Paulo, 1106",75680-959,Suporte Celular Moto,Suporte,1,18,60.69,5,60.69,42.69,Pix,WhatsApp,Chuva Leve,False,False,False,64,2,False
2025-06-16,08:00,Segunda-feira,Junho,Novo,Caldas Novas,GO,Itanhangá I,"Av. Bento de Godoy, 3686",75680-363,Bag Delivery 80L,Bag Entrega,1,145,272.47,0,272.47,127.47,Cartão Crédito,Loja Física,Ensolarado,False,False,False,26,2,False
2025-06-16,10:45,Segunda-feira,Junho,Recorrente,Caldas Novas,GO,Centro,"Rua São Paulo, 1820",75682-558,Suporte Celular Moto,Suporte,1,18,58.88,0,58.88,40.88,Cartão Débito,WhatsApp,Ensolarado,True,False,False,74,5,False
2025-06-16,15:15,Segunda-feira,Junho,Novo,Caldas Novas,GO,Itanhangá II,"Av. Orcalino Santos, 4828",75683-624,Suporte Celular Moto,Suporte,2,18,60.77,0,121.54,85.54,Pix,Instagram,Ensolarado,False,False,False,68,4,False
2025-06-16,09:45,Segunda-feira,Junho,Recorrente,Caldas Novas,GO,Portal das Águas,"Rua do Balneário, 9423",75681-426,Bag Delivery 45L,Bag Entrega,1,95,176.98,0,176.98,81.98,Dinheiro,Loja Física,Chuva Leve,False,False,False,61,8,False
2025-06-16,08:15,Segunda-feira,Junho,Recorrente,Caldas Novas,GO,Itanhangá I,"Av. Orcalino Santos, 6412",75681-427,Suporte Celular Moto,Suporte,4,18,60.7,5,242.8,170.8,Cartão Débito,Loja Física,Chuva Leve,False,False,False,66,3,False
2025-06-16,10:00,Segunda-feira,Junho,Novo,Caldas Novas,GO,Portal das Águas,"Rua São Paulo, 6299",75687-545,Bag Delivery 45L,Bag Entrega,4,95,182.92,0,731.68,351.68,Pix,WhatsApp,Nublado,True,False,False,110,4,False
2025-06-16,11:30,Segunda-feira,Junho,Novo,Caldas Novas,GO,Nova Vila,"Rua do Balneário, 8211",75686-175,Bag Delivery 80L,Bag Entrega,1,145,270.05,0,270.05,125.05,Cartão Débito,Loja Física,Nublado,False,False,False,49,10,False
2025-06-16,16:45,Segunda-feira,Junho,Novo,Caldas Novas,GO,Jardim Belvedere,"Av. Bento de Godoy, 5453",75685-236,Suporte Celular Moto,Suporte,1,18,60.08,0,60.08,42.08,Pix,Loja Física,Ensolarado,True,False,False,113,7,False
2025-06-17,20:30,Terça-feira,Junho,Novo,Caldas Novas,GO,Jardim Belvedere,"Av. Orcalino Santos, 2085",75683-451,Bag Delivery 45L,Bag Entrega,1,95,178.92,10,178.92,83.92,Pix,Instagram,Chuva Forte,False,False,True,88,8,False
2025-06-17,13:45,Terça-feira,Junho,Novo,Caldas Novas,GO,Centro,"Av. Orcalino Santos, 6283",75682-442,Carregador USB Moto,Acessório,1,15,48.7,5,48.7,33.7,Pix,Loja Física,Ensolarado,False,False,True,94,9,False
2025-06-17,13:15,Terça-feira,Junho,Fiel,Caldas Novas,GO,Centro,"Rua do Balneário, 7453",75683-373,Suporte Celular Moto,Suporte,1,18,58.12,5,58.12,40.12,Pix,Instagram,Chuva Leve,False,False,True,21,3,False
2025-06-17,09:45,Terça-feira,Junho,Fiel,Caldas Novas,GO,Jardim Belvedere,"Rua São Paulo, 1270",75685-252,Luva Motoboy,Proteção,1,25,78.61,10,78.61,53.61,Cartão Crédito,Loja Física,Nublado,True,False,True,38,4,False
2025-06-17,16:00,Terça-feira,Junho,Novo,Caldas Novas,GO,Centro,"Av. Orcalino Santos, 4429",75688-807,Bag Delivery 80L,Bag Entrega,2,145,272.9,0,545.8,255.8,Pix,Loja Física,Ensolarado,False,False,True,86,6,False
2025-06-17,20:30,Terça-feira,Junho,Novo,Caldas Novas,GO,Itanhangá II,"Av. Orcalino Santos, 2234",75686-627,Baú Moto 30L,Bagagem,3,120,258.18,0,774.54,414.54,Cartão Débito,WhatsApp,Nublado,True,False,True,18,10,False
2025-06-17,18:00,Terça-feira,Junho,Fiel,Caldas Novas,GO,Itanhangá II,"Av. Orcalino Santos, 4397",75680-297,Suporte Celular Moto,Suporte,1,18,58.4,0,58.4,40.4,Cartão Débito,Loja Física,Nublado,False,False,True,89,3,False
2025-06-17,18:45,Terça-feira,Junho,Recorrente,Caldas Novas,GO,Itanhangá II,"Av. Orcalino Santos, 3030",75681-896,Balaclava,Proteção,4,8,34.67,0,138.68,106.68,Pix,Loja Física,Ensolarado,False,False,True,54,8,False
2025-06-17,14:45,Terça-feira,Junho,Fiel,Caldas Novas,GO,Itanhangá I,"Av. Bento de Godoy, 2372",75688-217,Bag Delivery 45L,Bag Entrega,1,95,176.75,0,176.75,81.75,Cartão Débito,WhatsApp,Nublado,False,False,True,43,8,False
2025-06-17,12:30,Terça-feira,Junho,Recorrente,Caldas Novas,GO,Itanhangá II,"Av. Orcalino Santos, 2830",75686-104,Bag Delivery 45L,Bag Entrega,1,95,179.64,10,179.64,84.64,Pix,Loja Física,Chuva Leve,True,False,True,52,8,False
2025-06-17,14:30,Terça-feira,Junho,Fiel,Caldas Novas,GO,Itanhangá I,"Av. Orcalino Santos, 3468",75680-392,Retrovisor Esportivo,Peça,2,35,120.85,15,241.7,171.7,Cartão Débito,Instagram,Ensolarado,True,False,True,82,8,False
2025-06-17,19:30,Terça-feira,Junho,Novo,Caldas Novas,GO,Nova Vila,"Rua do Balneário, 2092",75683-123,Bag Delivery 45L,Bag Entrega,1,95,183.03,0,183.03,88.03,Pix,Loja Física,Ensolarado,False,False,True,89,9,False
2025-06-17,13:30,Terça-feira,Junho,Novo,Caldas Novas,GO,Itanhangá I,"Av. Bento de Godoy, 5262",75688-506,Bag Delivery 45L,Bag Entrega,1,95,182.94,0,182.94,87.94,Cartão Débito,WhatsApp,Ensolarado,False,False,True,44,5,False
2025-06-17,10:45,Terça-feira,Junho,Recorrente,Caldas Novas,GO,Itanhangá II,"Av. Bento de Godoy, 9260",75688-622,Retrovisor Esportivo,Peça,1,35,122.04,0,122.04,87.04,Pix,Loja Física,Nublado,False,False,True,67,5,False
2025-06-17,10:15,Terça-feira,Junho,Fiel,Caldas Novas,GO,Nova Vila,"Rua São Paulo, 8838",75683-184,Bag Delivery 80L,Bag Entrega,2,145,267.96,5,535.92,245.92,Pix,Loja Física,Nublado,True,False,True,86,5,False
2025-06-17,16:00,Terça-feira,Junho,Recorrente,Caldas Novas,GO,Nova Vila,"Rua do Balneário, 8430",75680-190,Capa de Chuva,Proteção,3,35,98.82,10,296.46,191.46,Pix,WhatsApp,Chuva Leve,True,False,True,33,6,False
2025-06-17,15:15,Terça-feira,Junho,Recorrente,Caldas Novas,GO,Jardim Belvedere,"Rua do Balneário, 4557",75681-959,Carregador USB Moto,Acessório,1,15,48.37,0,48.37,33.37,Cartão Débito,WhatsApp,Ensolarado,True,False,True,46,4,False
2025-06-17,15:00,Terça-feira,Junho,Recorrente,Caldas Novas,GO,Itanhangá I,"Rua São Paulo, 7978",75684-581,Capacete Pro Tork,Capacete,1,180,333.9,0,333.9,153.9,Cartão Débito,WhatsApp,Ensolarado,False,False,True,31,3,False
2025-06-17,16:15,Terça-feira,Junho,Novo,Caldas Novas,GO,Itanhangá I,"Av. Orcalino Santos, 1401",75688-557,Bag Delivery 45L,Bag Entrega,1,95,181.6,0,181.6,86.6,Pix,WhatsApp,Ensolarado,True,False,True,47,5,False
2025-06-17,17:15,Terça-feira,Junho,Novo,Caldas Novas,GO,Nova Vila,"Av. Bento de Godoy, 2109",75685-882,Capacete Pro Tork,Capacete,1,180,323.59,0,323.59,143.59,Pix,Loja Física,Ensolarado,False,False,True,65,9,False
2025-06-17,10:00,Terça-feira,Junho,Recorrente,Caldas Novas,GO,Centro,"Av. Bento de Godoy, 8633",75684-542,Bag Delivery 45L,Bag Entrega,1,95,183.05,15,183.05,88.05,Pix,Loja Física,Chuva Forte,False,False,True,93,8,False
2025-06-17,08:30,Terça-feira,Junho,Novo,Caldas Novas,GO,Itanhangá I,"Av. Bento de Godoy, 9641",75688-352,Capa de Chuva,Proteção,1,35,100.85,0,100.85,65.85,Pix,WhatsApp,Nublado,False,False,True,79,2,False
2025-06-17,11:15,Terça-feira,Junho,Recorrente,Caldas Novas,GO,Portal das Águas,"Av. Orcalino Santos, 2471",75685-417,Capa de Chuva,Proteção,5,35,99.16,0,495.8,320.8,Cartão Crédito,WhatsApp,Chuva Forte,False,False,True,75,6,False
2025-06-17,20:45,Terça-feira,Junho,Recorrente,Caldas Novas,GO,Nova Vila,"Rua São Paulo, 1294",75683-990,Capacete LS2,Capacete,1,380,699.83,0,699.83,319.83,Cartão Débito,Loja Física,Nublado,False,False,True,119,4,False
2025-06-17,18:30,Terça-feira,Junho,Novo,Caldas Novas,GO,Portal das Águas,"Av. Orcalino Santos, 1441",75689-387,Bag Delivery 45L,Bag Entrega,1,95,176.1,0,176.1,81.1,Pix,WhatsApp,Nublado,True,False,True,105,5,False
2025-06-17,17:45,Terça-feira,Junho,Novo,Caldas Novas,GO,Portal das Águas,"Rua São Paulo, 9352",75681-824,Capacete Pro Tork,Capacete,2,180,338.08,0,676.16,316.16,Cartão Débito,Loja Física,Ensolarado,False,False,True,35,2,False
